urban,age,marital_status,given_birth,dob,dom,age_mar,partner_age,ethnicity,language,birth_year,birth_month,birth_day,marriage_year,marriage_month,marriage_day
1,16,2,2,334,,NIU,,4,1.0,32,2,15.0,,,
2,42,3,1,1430,931.0,26,,1,1.0,14,6,1.0,13.0,11.0,5.0
1,23,1,1,1859,1375.0,19,34.0,1,1.0,17,3,11.0,3.0,12.0,13.0
1,48,1,1,855,1290.0,16,51.0,4,4.0,3,6,1.0,33.0,10.0,10.0
1,26,1,1,1035,1632.0,22,39.0,1,1.0,26,2,16.0,11.0,2.0,25.0
1,44,1,2,502,247.0,28,50.0,3,,16,1,25.0,9.0,1.0,22.0
2,32,3,1,53,88.0,14,,1,1.0,18,10,30.0,1.0,7.0,23.0
1,48,1,1,199,118.0,22,48.0,1,1.0,3,4,4.0,27.0,5.0,17.0
2,21,2,2,112,,NIU,,1,1.0,23,4,7.0,,,
2,46,1,1,925,583.0,25,52.0,4,1.0,4,4,21.0,2.0,10.0,27.0
1,47,1,1,71,143.0,23,51.0,1,1.0,3,3,8.0,14.0,8.0,23.0
2,35,1,1,537,321.0,16,41.0,1,1.0,7,5,13.0,22.0,2.0,1.0
1,47,1,1,71,143.0,23,51.0,1,1.0,3,3,8.0,14.0,8.0,23.0
1,40,3,1,1177,1289.0,32,,1,1.0,2,8,1.0,12.0,3.0,11.0
1,49,1,1,741,508.0,23,49.0,1,1.0,6,2,14.0,19.0,3.0,9.0
1,17,2,2,146,,NIU,,1,1.0,33,4,4.0,,,
1,48,2,2,388,,NIU,,1,1.0,6,12,1.0,,,
1,30,1,2,485,38.0,27,30.0,1,1.0,9,10,27.0,6.0,3.0,19.0
1,45,3,1,576,1288.0,20,,1,1.0,11,5,3.0,14.0,9.0,16.0
2,34,1,1,1556,1287.0,29,36.0,1,1.0,15,1,21.0,3.0,12.0,15.0
1,17,2,2,146,,NIU,,1,1.0,33,4,4.0,,,
1,49,2,2,126,,NIU,,1,1.0,6,4,24.0,,,
2,48,1,1,268,137.0,27,48.0,1,1.0,3,10,21.0,18.0,3.0,11.0
1,32,1,1,187,101.0,24,39.0,1,1.0,18,11,26.0,8.0,7.0,14.0
1,33,2,2,162,,NIU,,1,1.0,22,7,28.0,,,
2,26,1,1,1015,559.0,22,32.0,1,1.0,30,4,4.0,3.0,11.0,17.0
1,21,2,2,293,,NIU,,1,1.0,21,11,14.0,,,
1,47,2,2,109,,NIU,,1,1.0,3,4,15.0,,,
1,20,2,2,1165,,NIU,,1,1.0,27,10,22.0,,,
2,29,1,2,992,670.0,27,37.0,1,1.0,34,6,9.0,25.0,10.0,9.0
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
2,40,1,1,242,932.0,21,52.0,1,1.0,2,7,10.0,22.0,2.0,8.0
1,18,2,2,491,,NIU,,1,1.0,25,11,11.0,,,
2,23,2,2,557,,NIU,,3,,31,7,15.0,,,
2,47,1,2,1432,933.0,26,50.0,1,1.0,8,11,7.0,18.0,2.0,14.0
1,17,2,2,201,,NIU,,1,1.0,33,4,27.0,,,
1,19,2,2,486,,NIU,,5,3.0,27,12,2.0,,,
1,20,2,2,662,,NIU,,1,1.0,27,8,6.0,,,
1,19,2,2,1384,,NIU,,1,1.0,28,8,8.0,,,
1,44,1,1,1026,570.0,22,48.0,1,1.0,16,10,16.0,15.0,7.0,24.0
2,37,1,1,240,131.0,22,40.0,1,1.0,1,4,21.0,13.0,11.0,25.0
1,18,2,2,40,,NIU,,1,1.0,25,11,17.0,,,
1,35,1,1,117,50.0,21,34.0,3,1.0,7,2,18.0,7.0,11.0,12.0
1,22,1,1,2161,34.0,17,31.0,1,1.0,23,1,13.0,3.0,3.0,29.0
1,39,1,1,805,403.0,19,43.0,1,1.0,24,8,5.0,2.0,7.0,21.0
2,25,2,2,686,,NIU,,1,1.0,26,4,3.0,,,
1,33,1,1,275,186.0,20,37.0,1,1.0,22,10,26.0,5.0,8.0,3.0
1,26,2,2,645,,NIU,,1,1.0,26,8,14.0,,,
2,25,1,1,509,297.0,18,31.0,1,1.0,29,6,23.0,8.0,3.0,20.0
1,43,1,2,1433,934.0,23,44.0,1,1.0,16,4,31.0,2.0,10.0,14.0
1,21,2,2,416,,NIU,,1,1.0,21,11,1.0,,,
1,35,1,1,1557,1286.0,29,37.0,1,1.0,7,5,5.0,10.0,3.0,4.0
2,31,1,1,619,538.0,26,63.0,2,2.0,10,11,7.0,3.0,12.0,24.0
1,30,2,2,1520,,NIU,,2,1.0,9,5,14.0,,,
2,37,1,1,282,163.0,22,44.0,1,1.0,1,3,23.0,9.0,10.0,28.0
1,43,1,1,1349,879.0,28,44.0,1,1.0,16,4,9.0,9.0,1.0,23.0
1,49,1,1,129,56.0,27,52.0,1,1.0,6,10,5.0,18.0,6.0,30.0
1,48,1,1,1082,619.0,27,48.0,1,1.0,3,11,15.0,18.0,2.0,23.0
1,40,1,1,333,91.0,29,45.0,1,1.0,2,5,30.0,20.0,1.0,23.0
1,32,1,1,22,298.0,28,40.0,1,1.0,18,7,19.0,6.0,4.0,28.0
1,38,1,1,2160,1663.0,21,40.0,1,1.0,1,8,2.0,21.0,12.0,5.0
2,28,1,1,1687,1192.0,24,32.0,1,1.0,19,8,27.0,11.0,1.0,5.0
2,40,1,1,1558,1285.0,12,38.0,1,1.0,12,3,25.0,29.0,4.0,3.0
2,21,2,2,112,,NIU,,1,1.0,23,4,7.0,,,
2,40,1,1,303,209.0,14,43.0,2,2.0,2,8,27.0,19.0,9.0,19.0
2,45,1,1,260,125.0,21,46.0,1,1.0,11,10,23.0,14.0,7.0,10.0
2,28,2,2,1559,,NIU,,2,1.0,19,10,15.0,,,
1,35,1,1,155,69.0,24,36.0,1,1.0,7,8,13.0,20.0,8.0,3.0
2,43,1,1,1434,935.0,22,56.0,1,1.0,16,12,8.0,18.0,2.0,5.0
2,30,1,1,409,224.0,18,33.0,1,1.0,10,12,18.0,16.0,4.0,17.0
1,46,1,1,852,638.0,20,48.0,1,1.0,8,4,29.0,19.0,6.0,14.0
2,20,2,2,309,,NIU,,1,1.0,27,11,27.0,,,
1,42,3,1,1157,947.0,22,,1,1.0,14,9,14.0,2.0,2.0,7.0
1,29,1,2,119,871.0,25,28.0,1,1.0,34,1,10.0,11.0,10.0,24.0
2,33,1,1,1560,1284.0,21,42.0,1,1.0,22,7,1.0,20.0,1.0,27.0
2,22,2,2,526,,NIU,,1,1.0,23,9,21.0,,,
2,42,1,1,747,52.0,21,48.0,2,1.0,14,8,1.0,18.0,1.0,1.0
1,49,1,1,65,159.0,34,53.0,1,1.0,6,4,18.0,7.0,7.0,30.0
1,27,2,2,900,,NIU,,1,1.0,30,7,30.0,,,
2,24,2,2,462,,NIU,,1,1.0,17,10,9.0,,,
1,19,2,2,345,,NIU,,1,1.0,28,2,22.0,,,
1,29,1,2,607,362.0,25,31.0,1,1.0,34,2,2.0,11.0,5.0,11.0
2,24,1,1,1393,1017.0,20,24.0,1,1.0,29,3,3.0,11.0,8.0,4.0
1,19,2,2,1093,,NIU,,5,3.0,28,2,9.0,,,
2,37,1,1,890,367.0,20,34.0,1,1.0,13,7,20.0,13.0,4.0,9.0
1,18,2,2,514,,NIU,,1,1.0,25,1,27.0,,,
2,36,1,1,1195,789.0,21,34.0,4,1.0,5,5,30.0,9.0,7.0,9.0
1,48,3,1,322,519.0,15,,1,1.0,3,5,29.0,34.0,10.0,7.0
1,19,2,2,326,,NIU,,1,1.0,28,10,2.0,,,
2,22,2,2,1665,,NIU,,2,1.0,23,11,29.0,,,
1,23,1,2,700,502.0,19,25.0,1,1.0,31,5,4.0,11.0,3.0,12.0
2,42,1,2,927,565.0,35,46.0,1,1.0,20,4,30.0,8.0,2.0,4.0
1,27,2,2,2,,NIU,,1,1.0,19,3,15.0,,,
2,43,1,1,132,382.0,27,41.0,1,1.0,20,5,11.0,13.0,12.0,6.0
2,18,2,2,284,,NIU,,4,1.0,25,6,20.0,,,
2,47,1,2,324,197.0,43,47.0,1,1.0,8,7,19.0,11.0,10.0,4.0
1,42,3,1,8,6.0,20,,2,1.0,14,10,30.0,15.0,2.0,28.0
2,45,1,1,1467,1662.0,19,51.0,1,1.0,11,8,28.0,19.0,10.0,18.0
2,47,1,1,210,110.0,28,62.0,1,1.0,3,4,24.0,2.0,12.0,14.0
2,47,3,1,688,379.0,21,,3,1.0,8,5,16.0,19.0,4.0,26.0
1,41,1,1,1149,83.0,22,48.0,1,1.0,12,7,29.0,22.0,3.0,1.0
2,38,1,1,1360,765.0,26,44.0,2,1.0,24,9,17.0,5.0,2.0,9.0
1,38,1,1,1435,1661.0,28,37.0,1,1.0,1,5,17.0,4.0,1.0,21.0
1,41,1,1,749,529.0,23,45.0,3,1.0,12,2,1.0,1.0,3.0,2.0
1,36,1,1,2159,1454.0,27,36.0,1,1.0,5,7,2.0,12.0,1.0,22.0
1,38,1,1,483,1283.0,22,44.0,1,1.0,24,12,2.0,13.0,4.0,21.0
1,35,1,1,1229,923.0,20,40.0,1,1.0,7,8,7.0,9.0,3.0,28.0
2,44,1,2,453,314.0,39,45.0,1,1.0,11,3,26.0,3.0,7.0,22.0
2,23,2,2,2158,,NIU,,1,1.0,31,10,30.0,,,
2,49,1,1,994,668.0,25,54.0,2,,36,3,10.0,14.0,1.0,5.0
2,37,1,1,916,604.0,29,34.0,1,1.0,13,1,11.0,12.0,3.0,25.0
1,49,1,1,1831,1337.0,25,59.0,1,1.0,36,12,2.0,14.0,12.0,9.0
2,32,2,2,394,,NIU,,1,1.0,18,10,10.0,,,
1,41,3,1,391,16.0,18,,1,1.0,12,2,16.0,15.0,4.0,8.0
1,45,1,1,947,1648.0,19,52.0,1,1.0,11,6,2.0,19.0,8.0,22.0
1,49,1,1,741,508.0,23,49.0,1,1.0,6,2,14.0,19.0,3.0,9.0
1,49,1,1,490,359.0,22,54.0,1,1.0,6,5,9.0,23.0,10.0,8.0
1,46,2,2,1037,,NIU,,1,1.0,4,6,2.0,,,
2,20,2,2,1109,,NIU,,1,1.0,27,8,15.0,,,
1,40,2,2,387,,NIU,,1,1.0,2,1,10.0,,,
2,35,1,1,2178,1679.0,25,43.0,1,1.0,7,2,16.0,4.0,5.0,5.0
1,17,2,2,1536,,NIU,,4,1.0,33,1,3.0,,,
1,26,1,1,2177,59.0,23,31.0,1,1.0,26,10,4.0,6.0,5.0,24.0
1,17,2,2,84,,NIU,,1,1.0,33,2,25.0,,,
1,33,1,1,907,975.0,27,32.0,4,1.0,22,5,1.0,10.0,11.0,29.0
1,25,2,2,1540,,NIU,,2,1.0,29,8,25.0,,,
1,31,1,1,1582,600.0,26,38.0,1,1.0,18,3,3.0,3.0,3.0,25.0
2,36,1,1,400,169.0,16,37.0,1,1.0,5,6,18.0,2.0,5.0,28.0
1,37,1,1,398,235.0,23,44.0,1,1.0,13,1,31.0,5.0,4.0,10.0
1,17,2,2,367,,NIU,,1,1.0,33,1,25.0,,,
1,44,1,1,906,664.0,26,45.0,1,,16,10,10.0,21.0,6.0,18.0
1,16,2,2,1286,,NIU,,1,1.0,32,2,9.0,,,
1,37,1,1,711,467.0,19,43.0,2,2.0,13,8,9.0,1.0,8.0,6.0
2,46,1,1,578,23.0,20,51.0,3,,4,6,22.0,19.0,1.0,11.0
2,15,2,2,94,,NIU,,5,2.0,35,7,10.0,,,
1,22,1,2,476,287.0,21,25.0,1,1.0,23,7,6.0,26.0,6.0,30.0
1,41,1,1,287,188.0,26,46.0,1,1.0,14,12,8.0,9.0,2.0,19.0
2,31,1,1,200,119.0,25,32.0,1,1.0,18,12,5.0,10.0,10.0,16.0
1,49,1,1,97,558.0,23,48.0,1,1.0,6,1,28.0,27.0,5.0,25.0
1,17,2,2,1536,,NIU,,4,1.0,33,1,3.0,,,
1,20,2,2,583,,NIU,,2,2.0,27,9,26.0,,,
2,40,1,2,581,672.0,31,45.0,1,1.0,2,10,30.0,17.0,12.0,27.0
1,31,1,1,1455,483.0,25,34.0,1,1.0,10,11,13.0,3.0,5.0,28.0
2,37,1,1,240,131.0,22,40.0,1,1.0,1,4,21.0,13.0,11.0,25.0
1,39,1,1,761,679.0,21,40.0,1,1.0,24,10,13.0,1.0,5.0,12.0
1,49,1,1,93,368.0,23,53.0,1,1.0,36,4,8.0,19.0,5.0,9.0
2,48,1,1,902,693.0,24,47.0,1,1.0,3,1,31.0,14.0,12.0,30.0
2,23,2,2,974,,NIU,,1,1.0,31,1,10.0,,,
2,38,3,1,1060,144.0,22,,1,1.0,1,7,1.0,13.0,3.0,17.0
1,40,3,1,374,223.0,25,,1,1.0,12,12,13.0,9.0,3.0,12.0
1,29,1,1,1265,1270.0,24,28.0,1,1.0,34,2,28.0,3.0,3.0,9.0
1,22,2,2,359,,NIU,,1,1.0,31,9,7.0,,,
1,19,2,2,1541,,NIU,,1,1.0,28,6,6.0,,,
1,44,1,1,331,225.0,24,45.0,1,1.0,16,8,19.0,2.0,2.0,20.0
2,47,1,1,186,73.0,18,58.0,1,1.0,8,2,29.0,30.0,11.0,3.0
1,28,2,2,1144,,NIU,,1,1.0,19,9,24.0,,,
2,24,1,1,1369,900.0,14,26.0,1,1.0,29,4,3.0,4.0,2.0,25.0
2,36,1,1,1048,685.0,32,29.0,4,1.0,5,10,1.0,11.0,8.0,27.0
1,24,2,2,143,,NIU,,1,1.0,17,2,25.0,,,
2,16,2,2,401,,NIU,,1,1.0,32,10,21.0,,,
1,29,3,2,119,234.0,21,,1,1.0,34,1,10.0,12.0,12.0,20.0
2,28,1,1,1439,976.0,19,33.0,1,1.0,19,9,5.0,12.0,8.0,22.0
2,23,1,1,1308,806.0,21,24.0,1,1.0,31,4,15.0,25.0,3.0,8.0
2,43,1,2,1046,192.0,23,54.0,1,1.0,16,3,15.0,2.0,1.0,5.0
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
2,16,2,2,758,,NIU,,1,1.0,32,11,28.0,,,
1,23,2,2,241,,NIU,,3,,17,12,8.0,,,
1,28,1,1,77,39.0,27,26.0,5,1.0,19,1,21.0,26.0,7.0,6.0
1,30,1,1,215,140.0,25,32.0,1,1.0,10,4,29.0,3.0,5.0,9.0
2,45,1,1,411,176.0,18,54.0,1,1.0,11,6,10.0,23.0,5.0,5.0
1,35,3,1,955,829.0,29,,3,,7,5,31.0,10.0,1.0,23.0
1,40,2,2,46,,NIU,,1,1.0,2,8,12.0,,,
1,44,3,2,1329,930.0,26,,1,2.0,16,8,22.0,1.0,11.0,16.0
1,47,1,1,71,143.0,23,51.0,1,1.0,3,3,8.0,14.0,8.0,23.0
2,15,2,2,679,,NIU,,1,1.0,35,9,2.0,,,
1,48,1,1,27,18.0,27,52.0,1,1.0,3,1,21.0,2.0,5.0,9.0
1,34,1,1,2176,1269.0,26,36.0,1,1.0,15,5,13.0,12.0,2.0,26.0
1,19,2,2,345,,NIU,,1,1.0,28,2,22.0,,,
2,46,3,1,989,623.0,21,,1,1.0,4,2,28.0,27.0,8.0,17.0
2,48,1,1,1338,859.0,19,49.0,1,1.0,3,1,12.0,30.0,3.0,9.0
1,48,1,1,656,419.0,17,48.0,1,1.0,6,12,17.0,32.0,4.0,20.0
2,24,3,1,277,216.0,20,,1,1.0,17,8,3.0,6.0,6.0,20.0
1,49,1,1,426,146.0,18,63.0,1,1.0,6,11,22.0,31.0,6.0,18.0
1,30,2,2,34,,NIU,,1,1.0,10,9,7.0,,,
1,21,2,2,293,,NIU,,1,1.0,21,11,14.0,,,
2,19,2,2,859,,NIU,,1,1.0,28,10,8.0,,,
2,36,1,1,279,76.0,27,37.0,1,1.0,5,11,7.0,12.0,6.0,21.0
2,18,2,2,441,,NIU,,1,1.0,25,3,18.0,,,
1,21,1,2,4,4.0,21,33.0,1,1.0,21,6,14.0,26.0,6.0,13.0
1,21,2,2,293,,NIU,,1,1.0,21,11,14.0,,,
2,25,2,2,1160,,NIU,,1,1.0,29,5,24.0,,,
1,16,2,2,672,,NIU,,2,1.0,32,5,14.0,,,
2,28,1,1,2175,1678.0,20,33.0,1,1.0,19,8,7.0,12.0,9.0,27.0
1,48,1,1,230,103.0,24,49.0,1,1.0,3,5,7.0,14.0,1.0,8.0
2,44,1,1,328,173.0,24,60.0,2,1.0,16,8,7.0,2.0,2.0,12.0
1,39,1,1,2174,1677.0,23,43.0,1,1.0,24,1,31.0,9.0,7.0,21.0
1,24,2,2,214,,NIU,,1,1.0,29,3,13.0,,,
2,17,2,2,76,,NIU,,1,1.0,25,4,13.0,,,
1,36,1,1,1088,530.0,21,41.0,1,1.0,5,10,26.0,9.0,3.0,7.0
2,41,1,1,83,484.0,25,57.0,1,1.0,12,7,15.0,13.0,11.0,28.0
1,19,2,2,326,,NIU,,1,1.0,28,10,2.0,,,
1,27,2,2,2,,NIU,,1,1.0,19,3,15.0,,,
1,35,1,1,5,7.0,22,40.0,1,1.0,7,1,2.0,5.0,10.0,22.0
1,15,2,2,1018,,NIU,,1,1.0,35,7,22.0,,,
1,38,1,1,945,542.0,28,38.0,1,1.0,1,11,25.0,17.0,1.0,23.0
2,49,1,1,410,221.0,14,57.0,1,1.0,36,4,4.0,36.0,7.0,19.0
1,25,2,2,1113,,NIU,,1,1.0,29,11,11.0,,,
1,40,1,1,446,256.0,19,45.0,1,1.0,2,9,8.0,2.0,8.0,8.0
1,26,1,1,1372,908.0,24,28.0,1,1.0,30,12,7.0,25.0,1.0,21.0
1,20,1,2,726,443.0,19,25.0,1,1.0,27,10,7.0,26.0,9.0,28.0
1,21,2,2,831,,NIU,,2,2.0,23,3,11.0,,,
1,33,1,1,1336,858.0,18,35.0,1,1.0,22,10,12.0,7.0,4.0,5.0
2,28,3,1,302,242.0,20,,1,1.0,19,4,11.0,8.0,5.0,8.0
1,45,2,2,412,,NIU,,1,1.0,4,12,1.0,,,
1,36,1,1,354,219.0,24,39.0,1,1.0,5,2,30.0,20.0,9.0,7.0
1,44,1,1,1186,794.0,21,47.0,1,1.0,16,1,12.0,15.0,4.0,11.0
1,46,3,2,120,550.0,34,,3,,4,10,13.0,16.0,5.0,1.0
1,49,1,1,943,325.0,31,49.0,1,1.0,36,12,19.0,1.0,1.0,3.0
2,38,1,1,522,1180.0,21,43.0,1,1.0,1,5,23.0,21.0,1.0,22.0
2,30,1,1,942,594.0,25,31.0,1,1.0,9,2,31.0,3.0,3.0,1.0
1,34,1,2,149,12.0,28,30.0,1,1.0,15,7,10.0,3.0,1.0,7.0
1,28,1,1,2173,1676.0,23,30.0,1,1.0,19,10,25.0,3.0,12.0,16.0
1,21,2,2,416,,NIU,,1,1.0,21,11,1.0,,,
1,47,1,1,776,459.0,33,47.0,1,1.0,8,8,2.0,7.0,3.0,2.0
1,27,1,1,1542,267.0,23,27.0,1,1.0,30,10,25.0,11.0,3.0,29.0
1,43,1,1,1595,600.0,38,43.0,1,1.0,16,12,17.0,3.0,3.0,25.0
1,27,1,1,694,38.0,24,32.0,1,1.0,30,5,16.0,6.0,3.0,19.0
2,30,2,2,1020,,NIU,,1,1.0,9,6,23.0,,,
1,49,1,1,97,270.0,25,49.0,1,1.0,6,1,28.0,24.0,1.0,9.0
2,46,1,1,1406,977.0,35,43.0,1,1.0,4,7,9.0,20.0,10.0,25.0
1,34,1,1,1605,1268.0,21,35.0,1,1.0,15,6,18.0,5.0,7.0,10.0
1,22,2,2,1167,,NIU,,1,1.0,23,10,7.0,,,
1,45,3,1,789,402.0,25,,1,1.0,11,1,26.0,2.0,12.0,8.0
1,33,1,1,63,36.0,21,39.0,1,1.0,22,4,29.0,20.0,8.0,10.0
2,36,1,1,121,111.0,18,48.0,1,1.0,5,9,25.0,21.0,10.0,25.0
1,43,2,2,67,,NIU,,1,1.0,16,3,18.0,,,
1,44,1,1,141,120.0,24,47.0,1,1.0,16,5,28.0,2.0,2.0,8.0
2,28,1,1,956,658.0,23,37.0,3,1.0,19,8,24.0,3.0,2.0,28.0
2,27,2,2,116,,NIU,,1,1.0,30,2,30.0,,,
2,19,2,2,1958,,NIU,,4,1.0,28,8,22.0,,,
2,45,1,1,850,1267.0,21,46.0,1,1.0,11,9,3.0,14.0,11.0,15.0
2,29,1,1,1606,1266.0,22,40.0,3,1.0,34,5,5.0,8.0,2.0,22.0
1,16,2,2,339,,NIU,,1,1.0,32,5,28.0,,,
2,36,1,1,279,76.0,27,37.0,1,1.0,5,11,7.0,12.0,6.0,21.0
2,35,3,2,196,65.0,25,,1,1.0,5,3,1.0,4.0,6.0,4.0
1,15,2,2,457,,NIU,,1,1.0,32,3,14.0,,,
1,17,2,2,586,,NIU,,3,,25,12,31.0,,,
1,34,1,1,1607,1265.0,21,37.0,1,1.0,15,7,4.0,5.0,12.0,18.0
1,20,2,2,604,,NIU,,1,1.0,21,12,7.0,,,
1,39,1,2,47,510.0,25,39.0,1,1.0,24,4,18.0,5.0,7.0,28.0
2,40,1,1,1645,1308.0,23,45.0,1,1.0,2,11,5.0,21.0,2.0,12.0
2,30,2,2,482,,NIU,,1,1.0,9,1,3.0,,,
2,44,3,1,1848,1379.0,16,,1,1.0,16,7,19.0,23.0,9.0,21.0
1,46,1,1,882,625.0,21,45.0,1,1.0,4,11,18.0,14.0,9.0,24.0
2,23,2,2,473,,NIU,,1,1.0,31,8,24.0,,,
1,49,1,1,741,508.0,23,49.0,1,1.0,6,2,14.0,19.0,3.0,9.0
1,48,1,1,1108,540.0,26,51.0,1,1.0,3,9,30.0,15.0,3.0,25.0
2,16,2,2,156,,NIU,,1,1.0,32,2,26.0,,,
2,47,1,1,357,149.0,21,48.0,1,1.0,8,8,5.0,19.0,11.0,10.0
1,26,1,1,1298,797.0,25,21.0,1,1.0,26,6,29.0,28.0,8.0,13.0
1,47,3,1,59,366.0,18,,1,1.0,8,1,29.0,30.0,2.0,10.0
1,49,1,1,490,359.0,22,54.0,1,1.0,6,5,9.0,23.0,10.0,8.0
1,48,1,1,1178,792.0,19,49.0,1,1.0,3,8,16.0,30.0,5.0,1.0
1,44,1,1,407,9.0,28,47.0,1,1.0,16,6,11.0,13.0,1.0,23.0
2,45,1,1,576,683.0,21,48.0,1,1.0,11,5,3.0,14.0,8.0,6.0
2,21,1,2,1407,602.0,18,30.0,1,1.0,21,7,26.0,25.0,1.0,26.0
1,17,2,2,84,,NIU,,1,1.0,33,2,25.0,,,
1,46,1,1,20,132.0,34,42.0,1,1.0,4,11,3.0,20.0,4.0,29.0
1,47,3,1,1386,978.0,23,,1,1.0,3,12,11.0,14.0,5.0,11.0
2,15,2,2,530,,NIU,,1,1.0,32,3,23.0,,,
1,30,2,2,379,,NIU,,1,1.0,9,5,27.0,,,
1,34,1,1,2196,1671.0,29,36.0,1,1.0,15,10,12.0,3.0,5.0,11.0
2,15,2,2,929,,NIU,,2,1.0,35,7,2.0,,,
1,42,3,1,765,527.0,24,,1,1.0,14,6,14.0,1.0,11.0,4.0
1,48,1,1,1440,80.0,21,49.0,1,1.0,3,2,17.0,23.0,1.0,1.0
1,49,1,1,129,56.0,27,52.0,1,1.0,6,10,5.0,18.0,6.0,30.0
1,18,2,2,2195,,NIU,,1,1.0,25,4,17.0,,,
1,26,2,2,1032,,NIU,,1,1.0,26,8,17.0,,,
1,30,1,1,511,322.0,17,32.0,1,1.0,9,2,1.0,16.0,4.0,26.0
1,45,1,2,450,338.0,27,49.0,1,1.0,11,8,16.0,1.0,7.0,9.0
2,49,1,1,594,1670.0,22,52.0,1,1.0,36,3,19.0,23.0,9.0,19.0
1,15,2,2,1801,,NIU,,1,1.0,35,8,16.0,,,
1,25,2,2,752,,NIU,,2,2.0,29,9,13.0,,,
1,28,1,1,596,279.0,21,28.0,1,1.0,19,7,9.0,8.0,2.0,29.0
1,40,1,1,1614,1261.0,25,45.0,1,1.0,12,4,15.0,9.0,10.0,6.0
2,40,1,1,327,157.0,27,41.0,1,1.0,2,10,28.0,5.0,10.0,19.0
2,46,1,2,843,448.0,19,47.0,1,1.0,4,2,26.0,23.0,10.0,7.0
2,23,2,2,111,,NIU,,1,1.0,17,9,14.0,,,
2,49,1,1,1208,1035.0,19,59.0,1,1.0,36,12,27.0,31.0,3.0,2.0
1,45,3,1,789,402.0,25,,1,1.0,11,1,26.0,2.0,12.0,8.0
1,34,1,2,742,509.0,32,35.0,1,1.0,15,2,3.0,25.0,2.0,7.0
1,47,1,1,646,415.0,19,49.0,1,1.0,8,5,8.0,29.0,3.0,19.0
1,42,1,1,35,60.0,21,42.0,1,1.0,14,8,2.0,18.0,2.0,19.0
2,19,2,2,61,,NIU,,1,1.0,27,4,3.0,,,
1,34,1,1,378,220.0,27,36.0,1,1.0,15,8,14.0,8.0,8.0,8.0
1,25,1,2,362,152.0,24,25.0,1,1.0,29,9,17.0,26.0,7.0,5.0
2,33,1,1,1503,1280.0,24,48.0,1,1.0,22,1,22.0,17.0,10.0,9.0
1,26,2,2,439,,NIU,,1,1.0,30,4,13.0,,,
1,41,1,1,283,14.0,30,42.0,1,1.0,12,4,21.0,4.0,4.0,3.0
2,40,1,1,1342,983.0,19,48.0,1,1.0,2,9,21.0,2.0,1.0,22.0
1,24,2,2,337,,NIU,,1,1.0,17,1,8.0,,,
1,41,1,1,2194,1669.0,24,42.0,1,1.0,12,11,4.0,13.0,1.0,18.0
1,45,1,1,335,212.0,35,43.0,1,1.0,11,6,22.0,4.0,12.0,21.0
1,25,2,2,1482,,NIU,,2,1.0,26,12,8.0,,,
1,31,2,2,343,,NIU,,1,1.0,18,12,29.0,,,
1,23,2,2,985,,NIU,,1,1.0,31,9,24.0,,,
2,45,1,1,547,308.0,18,47.0,1,1.0,11,7,5.0,19.0,6.0,20.0
2,34,1,1,68,715.0,29,31.0,1,1.0,15,8,3.0,3.0,10.0,2.0
2,45,1,1,166,95.0,14,52.0,1,1.0,4,3,10.0,32.0,2.0,6.0
1,30,1,1,644,997.0,27,33.0,1,1.0,9,7,23.0,6.0,10.0,13.0
2,43,3,1,290,199.0,22,,3,1.0,20,10,12.0,18.0,5.0,25.0
1,33,1,1,1615,1260.0,24,36.0,1,1.0,15,12,13.0,17.0,8.0,24.0
2,42,3,1,978,652.0,27,,1,1.0,14,5,20.0,9.0,2.0,21.0
1,28,1,1,505,241.0,22,37.0,1,1.0,19,11,3.0,10.0,8.0,6.0
2,40,1,1,46,277.0,17,45.0,1,1.0,2,8,12.0,24.0,3.0,15.0
1,23,3,1,934,876.0,15,,1,1.0,31,1,9.0,12.0,10.0,13.0
1,44,1,1,732,493.0,24,45.0,1,1.0,11,12,4.0,2.0,2.0,29.0
2,31,1,1,1371,515.0,22,33.0,1,1.0,10,4,21.0,12.0,2.0,13.0
2,40,3,1,1036,719.0,30,,1,1.0,2,1,3.0,17.0,4.0,1.0
1,22,2,2,840,,NIU,,3,,23,11,3.0,,,
1,22,1,2,253,214.0,20,24.0,1,1.0,23,10,27.0,28.0,4.0,20.0
2,36,1,1,804,438.0,19,39.0,1,1.0,5,4,24.0,13.0,6.0,13.0
1,46,1,1,592,239.0,22,51.0,1,1.0,8,12,6.0,14.0,8.0,15.0
1,40,1,1,930,712.0,30,40.0,1,1.0,2,1,12.0,17.0,7.0,16.0
1,38,3,1,458,303.0,18,,5,1.0,1,2,4.0,2.0,8.0,12.0
2,35,2,2,569,,NIU,,1,1.0,7,6,29.0,,,
2,30,1,1,671,372.0,20,29.0,3,,9,7,17.0,4.0,10.0,25.0
1,48,1,1,1158,948.0,29,54.0,2,1.0,3,7,1.0,22.0,11.0,8.0
1,44,1,1,251,115.0,26,45.0,1,1.0,16,9,16.0,1.0,12.0,24.0
2,24,1,1,479,327.0,18,27.0,1,1.0,17,8,14.0,10.0,3.0,2.0
1,30,1,2,447,254.0,28,28.0,1,1.0,9,6,3.0,25.0,6.0,9.0
1,20,2,2,469,,NIU,,1,1.0,27,10,29.0,,,
