CLASE_VIV,SEXO,EDAD,ENT_PAIS_NAC,DHSERSAL1,RELIGION,HLENGUA,HESPANOL,ASISTEN,NIVACAD,SITUA_CONYUGAL,HIJOS_NAC_VIVOS,ZIP_CODE
1,2,25,8,2,2,1,1,1,8,3,24,2433
1,1,50,14,1,1,2,2,1,7,1,5,1082
1,1,50,25,3,2,1,1,1,4,3,4,457
1,1,12,8,1,1,1,1,2,3,2,24,2287
1,1,11,12,3,1,1,1,1,3,2,24,110
3,1,37,2,2,7,1,1,1,7,7,6,15318
1,1,18,29,2,1,1,1,2,7,3,1,1152
3,1,13,12,1,1,1,1,2,7,3,1,62
3,2,52,1,2,1,1,1,1,7,5,24,5091
1,2,5,30,3,1,1,1,2,9,2,24,2490
3,1,67,16,3,24,2,3,1,9,1,12,127
1,2,43,4,1,1,1,1,1,7,7,24,444
1,1,44,16,2,1,1,1,1,3,3,1,173
3,2,18,2,3,1,1,1,1,7,3,24,15317
1,1,30,3,5,1,1,1,1,4,6,2,1030
1,1,39,7,5,1,1,1,1,12,1,1,284
1,1,19,5,3,1,1,1,1,8,1,1,4391
1,2,19,4,1,1,1,1,2,11,3,24,523
3,2,76,4,1,8,1,1,1,3,6,24,1186
1,2,38,2,7,1,1,1,1,4,3,24,15316
1,1,10,23,6,19,4,1,4,11,2,24,15315
1,1,63,1,1,1,1,1,1,3,6,5,3061
1,1,21,7,2,1,1,1,2,8,1,1,191
1,1,35,12,8,1,1,1,1,7,3,2,260
3,2,25,4,1,1,1,1,1,8,1,24,445
1,2,17,24,1,1,1,1,2,8,3,24,1625
3,2,10,4,9,1,1,1,2,3,2,24,285
1,1,15,13,3,1,1,1,2,7,3,1,2129
4,1,58,7,1,1,1,1,1,8,7,4,570
1,1,55,8,4,1,1,1,1,1,7,3,1189
1,1,31,28,7,1,1,1,1,8,6,4,791
1,2,67,28,5,1,1,1,1,4,4,24,827
1,2,7,22,1,1,1,1,2,2,2,24,1043
1,1,35,20,1,3,1,1,1,8,3,2,1632
1,2,61,7,2,1,1,1,1,8,8,24,252
3,1,57,2,3,17,1,1,1,3,4,5,7716
1,1,19,26,1,1,1,1,2,8,3,1,5341
1,1,23,2,2,1,1,1,2,4,3,1,8024
1,2,33,14,1,7,1,1,1,8,7,24,842
1,1,10,31,2,6,1,1,2,3,2,24,15314
1,2,17,22,3,7,1,1,1,7,3,24,736
1,1,37,19,2,1,1,1,1,3,7,3,146
3,1,12,2,1,1,1,1,2,3,2,24,15334
1,1,61,7,1,1,1,1,1,3,6,7,206
1,2,32,5,7,3,1,1,1,8,1,24,15333
1,2,55,22,1,1,1,1,1,7,7,24,534
1,2,14,29,2,1,1,1,2,7,3,24,669
1,1,12,8,1,1,1,1,2,3,2,24,2231
1,1,19,12,1,1,1,1,2,8,3,1,87
1,2,28,21,1,1,1,1,2,6,3,24,2286
1,1,13,9,7,1,1,1,2,7,3,1,1503
2,1,5,10,5,1,1,1,2,2,2,24,4275
1,1,3,1,2,1,3,1,3,10,2,24,15332
1,1,15,14,3,7,2,2,1,7,3,1,946
6,2,61,19,3,2,1,1,1,3,4,24,353
1,1,5,2,4,1,1,1,2,2,2,24,9617
1,2,18,4,10,1,2,2,1,3,1,24,684
1,1,8,10,2,1,1,1,2,3,2,24,15331
1,1,5,13,1,1,1,1,1,9,2,24,2439
1,2,62,7,3,1,1,1,1,7,6,24,252
1,2,59,2,2,1,1,1,1,4,7,24,3795
1,2,9,7,9,1,1,1,2,3,2,24,676
1,1,11,20,3,1,1,1,2,3,2,24,1214
1,2,20,15,1,1,1,1,1,8,3,24,1893
1,1,59,19,3,1,1,1,1,9,4,9,141
4,1,63,7,5,1,1,1,1,8,5,4,421
1,1,36,20,1,2,1,1,1,4,3,3,1393
1,1,22,7,1,1,1,1,2,4,3,1,272
3,2,7,7,5,1,1,1,2,2,2,24,558
1,2,17,7,1,1,1,1,2,8,3,24,639
1,1,31,2,2,1,1,1,1,7,1,3,15330
1,2,16,26,3,1,1,1,1,3,3,24,7668
3,2,4,2,9,1,1,1,1,9,2,24,15329
1,1,66,10,3,1,2,2,1,3,4,7,7222
4,2,57,2,5,4,1,1,1,4,7,24,3794
1,2,58,1,1,1,1,1,1,1,6,24,15328
3,1,40,7,2,1,1,1,1,1,3,1,612
1,1,90,28,3,1,2,2,1,3,4,7,1026
1,1,26,28,3,1,1,1,1,7,7,3,619
4,1,57,2,1,1,1,1,1,8,7,3,7221
1,2,17,19,1,1,1,1,2,7,3,24,114
1,2,41,7,2,2,1,1,1,7,8,24,254
6,2,51,28,3,1,2,2,1,3,3,24,1676
1,2,25,1,1,1,1,1,1,8,3,24,6605
1,1,66,7,1,1,1,1,1,7,1,8,643
1,2,80,28,1,1,1,1,1,7,5,24,1110
1,2,63,12,1,1,1,1,1,3,7,24,333
1,2,27,2,1,1,1,1,1,8,1,24,15327
1,1,11,1,1,1,1,1,2,3,2,24,15358
1,2,44,2,4,1,1,1,1,4,1,24,4764
1,1,52,3,3,1,1,1,1,3,6,8,752
3,2,50,24,1,1,1,1,1,7,7,24,1406
1,2,18,28,3,7,1,1,2,8,3,24,1301
1,2,16,2,1,1,1,1,2,7,3,24,3090
1,2,25,15,1,1,1,1,1,8,3,24,1487
1,1,53,19,5,1,1,1,1,7,5,3,512
3,1,15,15,7,1,1,1,2,7,3,1,1885
4,2,37,4,1,1,1,1,1,6,1,24,466
1,2,26,1,1,1,1,1,1,8,1,24,15357
1,1,7,10,2,1,1,1,2,2,2,24,9132
1,1,5,3,3,1,1,1,2,9,2,24,392
1,1,73,9,2,1,1,1,1,9,3,5,1015
1,1,2,26,1,1,3,1,3,10,2,24,15356
1,1,32,5,1,6,1,1,1,8,1,4,15355
1,2,54,24,1,1,1,1,1,4,6,24,1648
1,2,21,9,1,1,1,1,1,8,3,24,990
1,1,58,15,1,1,1,1,1,7,3,1,1598
3,1,9,2,1,1,1,1,2,3,2,24,4429
1,2,21,4,4,1,1,1,2,8,3,24,448
1,1,29,16,2,3,1,1,1,8,5,2,1
3,1,33,9,1,1,1,1,1,8,1,3,902
1,2,66,24,1,1,1,1,1,4,6,24,1458
1,1,6,7,2,1,1,1,2,2,2,24,775
1,1,59,24,3,1,1,1,1,7,7,6,1971
1,2,39,8,1,1,1,1,1,7,6,24,1585
1,2,6,20,5,1,1,1,2,2,2,24,1853
1,1,78,17,3,1,1,1,1,3,4,7,8110
1,1,14,16,9,1,1,1,2,3,3,1,313
1,2,7,4,2,1,1,1,2,2,2,24,504
3,1,52,4,1,1,1,1,1,3,6,3,606
3,1,63,2,3,8,1,1,1,3,4,7,15354
1,1,27,2,1,1,1,1,1,7,1,2,7220
4,1,41,2,1,1,1,1,1,4,5,3,15353
1,2,34,3,1,1,1,1,1,3,1,24,392
1,1,1,14,5,1,3,1,3,10,2,24,842
1,1,45,5,3,1,1,1,1,3,4,6,15352
4,1,31,19,1,1,1,1,1,3,3,4,599
1,1,14,6,7,1,1,1,2,7,3,1,2601
1,1,40,14,3,1,1,1,1,3,6,3,847
1,2,10,15,1,1,1,1,2,3,2,24,2177
1,1,12,1,1,1,1,1,2,3,2,24,4031
1,2,7,3,4,1,1,1,2,2,2,24,387
1,1,36,6,1,1,1,1,1,4,5,4,2491
1,2,41,14,3,1,1,1,1,8,1,24,539
1,2,23,6,1,3,1,1,1,7,3,24,2829
1,2,44,7,1,2,1,1,1,7,9,24,204
1,2,31,19,1,1,1,1,1,8,8,24,126
3,1,44,16,1,1,1,1,1,5,5,4,8
1,2,25,21,1,6,1,1,1,6,7,24,2050
1,2,12,36,3,2,1,1,2,3,2,24,1229
1,1,11,17,2,1,1,1,2,3,2,24,15351
1,2,65,14,3,1,2,2,1,7,7,24,181
4,1,2,8,2,1,3,1,3,10,2,24,1671
1,2,63,2,2,1,1,1,1,7,1,24,15350
1,2,53,7,2,1,1,1,1,7,3,24,214
1,1,41,2,1,8,1,1,1,7,1,4,3911
1,1,26,25,3,1,1,1,1,8,3,1,7
1,1,13,12,1,1,1,1,2,3,3,1,148
1,1,45,2,3,1,1,1,1,7,3,4,7219
3,1,14,2,2,1,1,1,2,7,3,1,7877
1,1,18,2,7,2,1,1,2,5,3,1,6939
3,1,10,2,2,1,1,1,2,3,2,24,3793
1,1,48,30,5,1,1,1,1,5,6,4,2996
1,2,7,13,1,1,1,1,2,2,2,24,2661
1,2,36,2,1,1,1,1,1,5,7,24,15349
1,1,32,14,3,5,1,1,1,7,1,3,687
1,1,14,12,3,1,1,1,2,7,3,1,41
1,2,19,17,5,1,1,1,2,7,3,24,5446
3,1,2,2,8,1,3,1,3,10,2,24,5614
1,1,49,12,2,1,1,1,1,3,6,4,70
3,2,70,28,1,1,2,2,1,3,7,24,656
4,2,38,7,1,1,1,1,2,4,3,24,543
4,2,29,8,2,1,1,1,2,8,1,24,1498
1,2,14,31,2,1,1,1,2,3,3,24,4807
1,1,62,17,1,1,1,1,1,3,4,4,15348
1,2,51,5,1,1,1,1,1,8,6,24,7218
1,1,49,5,5,1,1,1,1,4,6,3,4343
1,2,65,61,2,1,1,1,1,4,1,24,15347
1,2,50,1,1,2,1,1,1,4,6,24,9923
1,1,36,4,5,3,1,1,1,4,3,1,377
1,2,22,7,1,3,1,1,2,4,3,24,189
1,1,35,19,3,1,1,1,1,4,7,5,582
1,1,19,8,1,1,1,1,2,8,3,1,2274
4,1,56,19,1,1,1,1,1,7,4,4,447
1,2,50,18,2,1,1,1,1,8,6,24,15343
3,2,6,16,2,3,1,1,1,9,2,24,145
1,2,42,10,5,8,1,1,1,16,6,24,9162
1,1,33,12,3,3,1,1,1,7,3,2,26
1,2,13,11,3,1,1,1,2,3,3,24,15374
1,1,6,20,3,1,1,1,2,2,2,24,1544
1,1,41,7,5,6,1,1,1,4,7,3,740
1,1,5,36,1,3,1,1,2,2,2,24,2096
3,2,33,21,1,1,2,2,1,3,7,24,2170
1,1,38,25,1,1,1,1,1,8,6,2,47
1,2,9,14,3,1,1,1,2,3,2,24,577
1,1,15,7,9,1,1,1,1,7,3,1,878
1,2,21,17,2,1,1,1,1,8,3,24,10131
1,1,56,30,2,1,1,1,1,4,8,4,2540
1,2,15,3,2,1,1,1,2,7,3,24,646
1,2,21,17,3,1,1,1,1,8,3,24,8854
1,1,23,24,1,1,1,1,2,4,3,1,1461
1,2,6,16,3,1,1,1,2,2,2,24,384
1,2,47,2,2,3,1,1,2,4,3,24,15363
3,2,47,2,1,1,1,1,1,8,7,24,4856
4,2,40,8,1,3,1,1,1,8,6,24,1646
1,2,51,15,1,1,1,1,1,7,6,24,2503
1,1,24,29,2,1,1,1,1,8,1,1,1430
1,2,46,2,2,1,2,2,1,8,6,24,7209
1,2,18,31,3,1,1,1,2,8,3,24,15362
1,1,63,21,1,1,1,1,1,11,6,5,2142
3,1,45,7,3,1,1,1,1,7,8,3,985
1,1,7,19,3,1,1,1,2,2,2,24,443
3,1,49,14,3,1,1,1,1,9,9,6,505
1,2,41,11,1,1,1,1,1,4,3,24,15361
1,1,88,16,2,7,1,1,1,9,4,9,65
1,1,8,1,1,1,1,1,2,3,2,24,10148
1,2,77,28,3,1,2,2,1,3,6,24,2134
4,2,53,7,1,16,1,1,1,12,5,24,897
2,1,80,29,5,1,1,1,1,1,5,2,1668
1,2,5,14,3,6,1,1,2,11,2,24,963
3,1,55,28,2,1,1,1,1,3,5,6,760
1,2,45,2,1,1,1,1,1,7,1,24,3614
1,1,21,7,3,1,1,1,1,8,3,1,182
1,2,46,14,1,1,1,1,1,5,7,24,427
1,1,51,14,1,1,1,1,1,7,1,5,750
1,2,31,15,1,1,1,1,1,3,3,24,1873
1,1,34,11,1,1,1,1,1,12,1,3,3856
1,2,10,19,3,1,1,1,2,3,2,24,142
1,2,46,14,1,7,1,1,1,7,6,24,378
1,1,37,1,1,1,1,1,1,8,3,3,8097
1,2,16,3,1,1,1,1,2,7,3,24,382
1,1,16,29,1,1,1,1,2,7,3,1,1205
1,1,19,8,2,1,1,1,2,8,3,1,1855
1,1,66,4,3,3,1,1,1,3,1,6,508
3,2,12,14,1,1,1,1,2,3,2,24,1066
4,2,46,37,1,1,1,1,1,7,1,24,8945
3,1,31,2,2,17,1,1,1,4,6,2,8868
1,2,33,12,3,1,1,1,1,3,7,24,162
1,1,44,31,2,1,1,1,1,4,1,3,15360
1,2,65,7,1,1,1,1,1,6,6,24,456
1,1,52,27,5,1,1,1,1,4,9,4,1058
1,1,23,2,3,1,1,1,1,3,1,2,4506
3,1,26,10,5,1,1,1,1,8,1,2,7208
1,2,67,35,1,1,1,1,1,3,6,24,15359
1,2,48,22,1,1,1,1,1,6,6,24,485
1,1,24,17,2,1,1,1,1,3,3,1,7207
3,2,4,4,3,1,1,1,1,9,2,24,716
1,2,2,35,3,1,3,1,3,10,2,24,10204
4,1,59,7,1,1,1,1,1,7,4,5,189
3,1,58,7,2,1,1,1,1,7,6,4,254
1,1,63,21,5,1,1,1,1,4,7,3,1691
1,2,18,2,2,1,1,1,1,7,3,24,7206
1,1,1,2,1,3,3,1,3,10,2,24,7205
1,2,9,29,1,1,1,1,2,3,2,24,1411
1,1,12,5,3,1,1,1,2,3,2,24,7204
3,1,2,2,2,1,3,1,3,10,2,24,3819
3,1,44,14,3,1,1,1,1,3,5,4,596
1,2,21,2,1,1,1,1,2,4,3,24,3112
3,1,36,7,1,2,1,1,1,8,6,1,735
1,1,46,16,3,1,1,1,1,3,5,4,105
1,1,36,7,2,1,1,1,1,4,3,1,822
3,1,24,25,2,1,1,1,1,7,1,3,729
1,2,16,2,1,1,1,1,2,7,3,24,4821
3,2,35,8,1,1,1,1,1,4,3,24,1819
1,2,17,4,2,1,1,1,2,7,3,24,825
1,2,5,24,2,2,1,1,2,2,2,24,1545
1,1,35,14,1,1,2,2,1,4,1,4,364
1,1,63,1,3,8,1,1,1,3,4,6,15390
1,2,29,1,1,1,1,1,1,7,7,24,7322
4,1,26,12,1,1,1,1,1,8,1,1,226
1,2,12,7,1,1,1,1,2,3,2,24,391
1,1,15,26,3,1,1,1,2,7,3,1,15389
1,2,59,29,8,1,1,1,1,4,6,24,1161
1,2,73,21,2,1,2,2,1,3,4,24,2056
1,1,15,11,1,1,1,1,2,7,3,1,3851
1,1,45,10,1,1,1,1,1,7,7,3,5479
1,1,23,11,1,1,1,1,2,4,3,1,15388
1,1,17,31,2,2,1,1,2,7,3,1,15387
1,1,60,25,1,2,2,2,1,1,1,4,51
3,2,26,14,3,1,1,1,1,3,1,24,540
1,2,11,8,5,1,1,1,2,3,2,24,1951
1,2,16,36,5,1,1,1,2,7,3,24,2110
1,2,29,5,1,1,1,1,1,4,3,24,15386
3,1,81,7,1,1,1,1,1,3,4,7,603
1,2,39,7,1,1,1,1,1,7,7,24,740
1,1,48,8,2,1,1,1,1,12,3,2,1505
1,2,59,2,1,3,1,1,1,8,3,24,15385
4,1,66,19,5,1,1,1,1,1,3,1,123
1,1,61,2,2,1,1,1,1,9,5,12,15384
3,1,56,10,5,1,1,1,1,8,6,2,7890
1,2,3,23,6,1,3,1,3,10,2,24,15383
3,2,48,7,1,1,1,1,1,7,1,24,272
4,2,36,27,1,1,1,1,1,4,6,24,737
3,2,24,21,2,19,1,1,2,8,3,24,2056
1,1,80,2,2,1,1,1,1,3,4,5,5100
1,1,27,17,2,1,1,1,1,4,3,1,15382
3,1,23,11,2,1,1,1,2,4,1,2,7202
3,2,30,29,1,1,1,1,1,7,3,24,1776
1,2,37,24,1,1,1,1,1,4,6,24,1848
1,2,25,22,1,1,1,1,1,8,3,24,359
1,1,60,19,3,1,2,3,1,9,6,12,582
3,1,40,4,2,1,1,1,1,8,1,5,1215
1,2,44,2,2,1,1,1,1,7,6,24,4371
1,1,1,17,2,1,3,1,3,10,2,24,15381
1,1,64,29,5,1,1,1,1,12,6,4,1573
3,2,25,28,3,1,1,1,1,7,1,24,997
1,2,16,21,3,1,1,1,2,7,3,24,2293
1,2,73,2,2,1,1,1,1,3,7,24,7201
1,2,61,2,4,4,1,1,2,12,6,24,15380
3,2,18,29,1,1,1,1,2,5,3,24,1525
1,1,25,29,1,1,1,1,1,4,3,1,1139
3,2,31,12,3,1,1,1,1,7,6,24,178
1,2,51,9,1,1,1,1,1,7,1,24,1365
1,1,71,14,1,1,1,1,1,3,6,4,435
2,1,55,7,1,1,1,1,1,15,4,2,578
1,1,57,12,2,1,1,1,1,3,5,2,41
1,2,10,16,3,3,1,1,2,3,2,24,13
1,2,27,8,1,3,1,1,1,8,6,24,1506
1,2,71,14,1,1,1,1,1,4,7,24,427
1,2,31,18,2,1,1,1,1,3,3,24,15379
1,1,43,2,3,1,1,1,1,3,6,5,3850
1,1,19,4,3,1,1,1,1,3,1,2,552
3,1,20,28,1,1,2,2,2,8,3,1,1114
1,1,22,5,5,1,1,1,1,4,3,1,15378
1,1,23,5,7,1,1,1,1,8,1,2,3114
1,2,50,29,1,3,1,1,1,8,7,24,1319
1,1,48,29,5,2,1,1,1,12,3,1,1086
1,1,4,22,1,1,1,1,1,9,2,24,613
1,1,8,17,3,1,1,1,2,3,2,24,3732
6,2,2,8,1,1,3,1,3,10,2,24,1324
1,2,2,3,3,3,3,1,3,10,2,24,341
1,2,21,28,3,1,2,2,1,3,1,24,944
3,1,59,14,3,1,1,1,1,3,6,10,597
4,1,39,30,2,1,1,1,1,4,3,3,3287
1,2,66,4,1,1,2,2,1,3,6,24,713
3,1,3,10,3,8,3,1,3,10,2,24,10052
1,2,18,2,1,1,1,1,2,5,3,24,7693
1,2,1,28,1,1,3,1,3,10,2,24,1059
1,1,12,16,3,1,2,2,2,3,2,24,194
1,2,72,22,1,1,1,1,1,4,6,24,310
1,2,12,12,1,1,1,1,2,3,2,24,88
1,1,31,17,3,1,1,1,1,3,7,5,4593
3,1,19,2,3,1,1,1,2,8,3,1,15377
1,2,22,1,1,1,1,1,1,8,3,24,7907
1,1,46,8,1,1,1,1,1,7,6,3,1574
4,2,52,12,1,1,1,1,1,8,6,24,154
1,2,65,3,2,1,1,1,1,3,1,24,642
1,1,13,8,3,1,1,1,2,3,3,1,1482
1,2,4,6,3,1,1,1,1,9,2,24,2776
3,1,51,2,2,3,1,1,1,7,8,5,7200
1,1,43,27,2,1,1,1,1,7,1,3,1174
4,2,29,7,1,8,1,1,1,8,3,24,183
4,2,5,7,7,1,1,1,1,2,2,24,1001
2,1,23,5,1,1,1,1,1,8,5,2,15376
3,1,7,12,3,1,1,1,2,2,2,24,83
1,1,15,13,1,1,1,1,2,7,3,1,3286
3,2,1,6,1,1,3,1,3,10,2,24,2576
1,1,23,14,2,1,1,1,1,8,3,1,1098
1,1,53,7,2,1,1,1,1,8,7,3,1017
3,1,49,2,2,1,1,1,1,3,6,5,8070
1,1,36,25,3,5,2,2,1,8,6,4,27
1,1,73,20,1,1,1,1,1,15,5,5,1441
3,1,27,8,2,1,1,1,1,7,7,2,1726
6,2,58,25,1,1,1,1,1,8,5,24,702
1,2,4,11,1,1,1,1,1,9,2,24,4272
3,1,32,12,2,1,1,1,1,3,6,3,136
1,1,14,24,1,1,1,1,2,7,3,1,2091
1,2,31,24,1,2,1,1,1,4,7,24,1235
1,1,66,12,3,1,1,1,1,7,3,1,36
1,2,60,15,4,1,1,1,1,4,6,24,1628
1,1,32,29,1,3,1,1,1,8,3,1,1147
3,1,9,28,3,1,1,1,2,3,2,24,468
1,2,11,16,1,1,2,2,2,3,2,24,137
1,2,24,5,1,1,1,1,1,8,1,24,15375
1,2,10,8,1,1,1,1,2,3,2,24,1329
1,2,14,17,3,1,1,1,1,9,1,24,8596
1,1,13,17,3,1,1,1,2,3,3,1,4570
1,1,2,6,3,1,3,1,3,10,2,24,3849
1,2,20,14,3,1,1,1,2,8,3,24,626
1,2,15,5,3,7,1,1,1,3,3,24,7199
1,1,44,21,5,1,1,1,1,4,6,3,1768
1,1,7,17,1,1,1,1,2,3,2,24,15406
1,2,91,8,2,1,1,1,1,4,6,24,2367
1,2,17,8,2,1,1,1,2,8,3,24,1655
3,2,50,7,2,1,1,1,1,4,3,24,380
1,1,64,19,2,1,1,1,1,3,4,6,405
1,2,12,14,2,2,1,1,2,3,2,24,787
1,2,20,17,3,1,1,1,1,7,3,24,10414
1,1,37,35,3,1,1,1,1,7,6,4,7198
3,2,24,7,1,4,1,1,2,8,3,24,621
4,2,31,7,1,3,1,1,1,4,6,24,792
3,2,37,14,3,1,1,1,1,3,1,24,796
3,1,17,2,3,1,1,1,1,7,3,1,3561
1,2,36,19,3,1,1,1,1,7,7,24,704
1,2,50,2,3,2,2,2,1,3,6,24,15405
1,2,20,12,3,2,1,1,1,8,1,24,754
1,2,19,19,3,1,1,1,1,7,3,24,347
1,1,47,17,1,1,1,1,1,3,1,4,10203
1,1,3,31,3,1,3,1,3,10,2,24,15404
1,2,1,6,1,1,3,1,3,10,2,24,2374
4,1,73,9,1,1,1,1,1,3,4,5,1169
3,1,31,7,1,1,1,1,1,8,5,3,357
4,1,63,7,5,1,1,1,1,9,4,3,241
1,1,23,14,3,1,2,2,1,7,1,2,1257
1,2,46,28,3,1,2,2,1,3,9,24,733
1,2,54,14,1,1,1,1,1,16,6,24,373
1,2,14,5,3,1,1,1,1,3,3,24,15403
1,2,27,6,2,3,1,1,1,8,1,24,2491
4,1,27,2,1,1,1,1,1,4,3,1,15402
1,2,15,14,3,1,1,1,2,7,3,24,1185
3,1,7,10,1,3,1,1,2,2,2,24,4933
1,1,1,26,3,1,3,1,3,10,2,24,3688
1,1,14,29,2,1,1,1,2,3,3,1,767
1,2,74,17,2,1,1,1,1,3,5,24,6124
3,2,65,9,1,1,1,1,1,3,1,24,1264
3,1,46,2,3,2,1,1,1,3,5,4,9332
1,2,22,19,3,1,1,1,1,7,3,24,440
3,2,26,14,3,1,1,1,2,4,3,24,1098
1,1,61,8,1,1,1,1,1,7,3,2,2395
3,1,5,4,1,1,1,1,2,2,2,24,538
1,2,57,11,2,1,1,1,1,4,4,24,9250
3,2,34,19,2,6,1,1,1,3,6,24,176
1,2,64,17,1,1,1,1,1,7,6,24,3136
3,2,9,7,8,1,1,1,2,3,2,24,14
3,2,24,41,9,17,2,2,1,7,1,24,15401
3,2,6,7,2,1,1,1,2,2,2,24,66
1,2,11,17,3,1,1,1,2,3,2,24,15400
1,2,29,15,7,4,1,1,1,8,3,24,2197
1,1,43,11,1,1,1,1,1,8,6,4,4287
1,1,71,8,2,1,1,1,1,9,3,1,1675
3,1,21,14,3,1,1,1,1,3,3,1,966
1,1,26,7,2,1,1,1,1,4,3,1,453
1,2,70,7,1,2,1,1,1,3,6,24,723
1,2,6,8,1,1,1,1,2,2,2,24,1698
3,1,24,2,4,1,1,1,2,6,3,1,3727
1,2,35,10,3,3,1,1,1,7,1,24,15399
1,1,4,2,2,1,1,1,1,9,2,24,15398
1,1,82,12,3,1,1,1,1,9,6,6,84
1,1,21,11,3,1,1,1,1,8,4,2,7197
3,2,58,7,1,1,1,1,1,7,6,24,639
3,2,12,25,4,2,1,1,2,3,2,24,729
1,2,55,14,3,1,1,1,1,3,1,24,886
1,2,28,14,1,1,1,1,1,4,6,24,986
1,1,13,16,3,3,2,2,1,9,3,1,61
3,1,2,9,3,8,3,1,3,10,2,24,1475
1,1,10,26,2,1,1,1,2,3,2,24,15397
1,1,70,21,3,23,2,2,1,3,1,6,1760
1,1,80,4,1,1,1,1,1,9,4,8,868
3,2,15,27,2,1,1,1,2,7,3,24,877
1,2,43,28,2,1,2,2,1,7,6,24,1348
1,2,19,8,1,1,1,1,2,8,3,24,1999
6,1,27,4,1,1,1,1,1,8,1,2,445
2,2,24,7,9,1,1,1,2,8,3,24,112
1,1,4,5,1,1,1,1,2,9,2,24,7519
1,1,69,1,1,6,1,1,1,6,6,2,5318
1,2,54,15,3,1,1,1,1,8,1,24,1583
1,2,78,21,1,1,2,2,1,7,6,24,1962
1,2,41,3,3,1,1,1,1,7,6,24,387
1,2,17,12,3,1,1,1,2,7,3,24,253
1,2,32,14,5,1,1,1,1,8,6,24,996
1,2,58,2,4,1,1,1,1,14,6,24,8168
1,2,14,17,1,8,1,1,2,7,3,24,4380
1,1,61,2,3,1,1,1,1,7,4,4,4545
1,2,3,4,1,1,3,1,3,10,2,24,351
1,2,10,2,3,1,1,1,2,3,2,24,15396
1,1,21,2,1,1,1,1,2,8,3,1,9106
1,1,1,4,3,1,3,1,3,10,2,24,546
1,1,13,15,2,1,1,1,2,3,3,1,1975
1,2,50,8,7,1,1,1,1,4,6,24,1888
1,1,61,1,1,1,1,1,1,4,6,4,8313
1,1,28,35,2,1,1,1,1,4,1,2,8903
1,2,79,30,2,1,1,1,1,4,6,24,3499
1,1,67,7,1,1,1,1,1,13,6,5,174
1,1,14,14,3,1,1,1,2,3,3,1,697
3,1,62,14,3,6,1,1,1,3,7,10,637
1,1,53,15,1,1,1,1,1,1,7,4,1808
3,1,61,5,1,1,1,1,1,16,7,4,15395
1,1,12,1,5,1,1,1,2,3,2,24,3070
1,1,61,19,3,1,1,1,1,3,1,9,197
1,1,62,19,2,7,1,1,1,7,7,5,68
1,2,52,14,2,3,2,2,1,7,5,24,592
4,1,2,6,2,1,3,1,3,10,2,24,2436
1,2,42,7,3,1,1,1,1,7,1,24,256
4,1,37,8,1,1,1,1,1,4,1,1,1845
1,2,23,4,3,1,1,1,1,8,3,24,868
1,2,9,15,1,1,1,1,2,3,2,24,2196
3,1,21,2,1,1,1,1,2,8,3,1,4534
1,1,57,29,1,1,1,1,1,3,4,3,1336
1,1,26,16,2,1,1,1,1,4,3,1,65
1,1,7,7,1,1,1,1,2,2,2,24,601
1,1,36,14,1,1,1,1,1,8,7,1,181
1,2,13,26,3,1,1,1,2,7,3,24,9668
1,1,70,31,2,2,1,1,1,4,8,2,7196
1,2,66,1,2,2,1,1,1,3,4,24,3307
4,2,6,8,3,1,1,1,2,2,2,24,2081
1,2,50,25,3,2,1,1,1,7,7,24,119
1,2,65,12,5,8,1,1,1,7,7,24,765
1,2,78,14,1,1,1,1,1,3,7,24,898
1,2,51,13,1,1,1,1,1,8,3,24,2382
1,1,3,12,3,1,3,1,3,10,2,24,103
1,2,38,11,1,8,1,1,1,7,7,24,7195
3,2,37,3,2,7,1,1,1,7,7,24,382
4,2,17,4,1,2,1,1,1,7,3,24,982
1,1,66,16,1,1,2,2,1,9,4,11,24
1,1,9,3,3,1,1,1,2,3,2,24,629
1,1,24,16,3,1,2,2,1,8,3,1,67
3,2,7,10,3,1,1,1,2,2,2,24,7189
1,2,31,8,1,1,1,1,1,7,3,24,1324
1,2,22,2,3,1,1,1,2,4,3,24,3403
1,1,31,4,3,1,1,1,1,7,1,4,445
1,1,52,11,1,1,1,1,1,7,5,3,5276
1,1,15,19,3,1,1,1,2,7,3,1,164
1,1,40,22,2,1,1,1,1,8,1,5,561
6,2,21,9,2,3,1,1,1,7,3,24,902
4,1,33,7,5,1,1,1,1,8,3,1,516
1,2,49,5,1,1,1,1,1,4,6,24,15415
3,1,19,25,2,3,1,1,1,7,1,2,7
3,1,8,2,3,1,1,1,2,2,2,24,15414
3,1,62,8,3,1,1,1,1,3,6,4,1515
1,1,57,10,3,2,1,1,1,8,8,4,7188
3,2,51,15,3,1,1,1,1,3,6,24,2177
4,1,39,7,1,1,1,1,1,4,6,4,252
1,2,5,29,2,8,1,1,2,2,2,24,1382
1,1,12,2,4,1,1,1,2,3,2,24,15413
1,2,59,9,5,1,2,2,1,7,7,24,1429
1,1,26,6,7,1,1,1,1,4,3,1,2584
1,2,5,30,2,1,1,1,2,2,2,24,2658
3,2,24,9,2,1,1,1,1,7,1,24,1264
1,2,24,2,2,7,1,1,2,8,3,24,2984
1,1,31,25,3,6,1,1,1,8,7,5,202
1,2,1,4,3,1,3,1,3,10,2,24,789
1,2,16,8,1,1,1,1,2,5,3,24,1863
